AD_Org_ID[Name],AD_Package_Exp_ID[Name],Line,Type,AD_EntityType_ID[EntityType],AD_Menu_ID[Name],FileName,File_Directory,Target_Directory,Destination_FileName,Destination_Directory,AD_Table_ID[Name],DBType,SQLStatement,AD_Package_Code_Old,AD_Package_Code_New,AD_Form_ID[Name],AD_Process_ID[Value],AD_Workflow_ID[Value],AD_Window_ID[Name],AD_Role_ID[Name],AD_ReportView_ID[Name],AD_ImpFormat_ID[Name],AD_Val_Rule_ID[Name],AD_Message_ID[Value],AD_PrintFormat_ID[Name],ReleaseNo,Description,AD_Reference_ID[Name],AD_ModelValidator_ID[Name],AD_InfoWindow_ID[Name],ExecCode
*,AMERPSOFT Personnel and Payroll #3,10,REF,,,,,,,,,ALL,,,,,,,,,,,,,,,,AMN_Concept_Types_Proc_ID,,,
*,AMERPSOFT Personnel and Payroll #3,20,REF,,,,,,,,,ALL,,,,,,,,,,,,,,,,AMN_DocType,,,
*,AMERPSOFT Personnel and Payroll #3,30,REF,,,,,,,,,ALL,,,,,,,,,,,,,,,,AMN_Jobstation_ID,,,
*,AMERPSOFT Personnel and Payroll #3,40,REF,,,,,,,,,ALL,,,,,,,,,,,,,,,,AMN_Jobtitle_ID,,,
*,AMERPSOFT Personnel and Payroll #3,50,REF,,,,,,,,,ALL,,,,,,,,,,,,,,,,AMN_Jobunit_ID,,,
*,AMERPSOFT Personnel and Payroll #3,60,REF,,,,,,,,,ALL,,,,,,,,,,,,,,,,AMN_Parentjobunit_ID,,,
*,AMERPSOFT Personnel and Payroll #3,80,REF,,,,,,,,,ALL,,,,,,,,,,,,,,,,AMN_Shift_ID,,,
*,AMERPSOFT Personnel and Payroll #3,180,T,,,,,,,,Payroll employee,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,190,T,,,,,,,,Payroll employee,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,200,T,,,,,,,,Employee Tax Definition,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,210,T,,,,,,,,Employee Salary,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,220,T,,,,,,,,AMN_Employee_Salary_Hist_V,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,230,T,,,,,,,,Payroll Receipt Lot,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,240,T,,,,,,,,Payroll Period,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,250,T,,,,,,,,Payroll Invoice,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,260,T,,,,,,,,Payroll Invoices Detail,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,270,T,,,,,,,,Payroll Assist ,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,280,T,,,,,,,,AMN_Payroll_Assist_Proc_ID,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,290,T,,,,,,,,Payroll Historic Accumulated ,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,300,T,,,,,,,,Payroll Invoices Detail Deferred ,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,310,T,,,,,,,,Employee Tax Definition,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,320,T,,,,,,,,Employee Salary,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,330,T,,,,,,,,AMN_Employee_Salary_Hist_V,ALL,,,,,,,,,,,,,,,,,,,
*,AMERPSOFT Personnel and Payroll #3,340,D,,,,,,,,Package Exp.,ALL,SELECT * FROM AD_Package_Exp WHERE AD_Package_Exp_UU='d417b4f9-e4f2-487a-a34c-1d884be5c6db';AD_Package_Exp_Detail,,,,,,,,,,,,,,,,,,
